customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,PhoneService,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,PaymentMethod,Pagamento_Mensal,Total_Pago,Churn
9220-znkji,female,1,1,0,55,,fiber optic,0,1,1,two year,credit card (automatic),88.8,4805.3,0
4030-vpzbd,female,0,0,0,2,,dsl,0,1,0,month-to-month,electronic check,30.9,59.05,1
2226-icfdo,female,0,1,1,72,,dsl,1,1,1,two year,credit card (automatic),85.9,6110.75,0
0723-vsobe,female,1,0,0,45,,dsl,0,0,0,one year,electronic check,34.2,1596.6,0
5529-gibvh,female,0,0,0,47,,0,no internet service,no internet service,no internet service,two year,mailed check,20.15,1046.2,0
4187-cinzd,female,1,0,0,46,,fiber optic,0,0,1,one year,credit card (automatic),95.25,4424.2,1
9992-ujoel,male,0,0,0,2,,dsl,0,0,0,month-to-month,mailed check,50.3,92.75,0
4741-wwjqz,female,0,1,0,2,,fiber optic,1,1,0,month-to-month,electronic check,80.15,194.55,0
6625-utxew,female,0,1,0,12,,dsl,0,0,0,month-to-month,electronic check,51.25,612.1,0
6818-wobhj,female,1,1,0,68,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),89.6,6127.6,1
6244-besbm,male,0,1,1,69,,fiber optic,0,1,1,two year,credit card (automatic),95.2,6671.7,0
1004-noznr,male,1,0,1,56,,fiber optic,1,0,1,one year,credit card (automatic),94.8,5264.3,0
1251-stysz,female,1,0,0,4,,fiber optic,1,0,0,month-to-month,electronic check,80.25,303.7,0
2612-phgox,male,0,1,0,64,,dsl,0,1,1,two year,bank transfer (automatic),76.1,4818.8,0
2408-tzmjl,male,0,1,0,59,,fiber optic,1,0,1,one year,electronic check,110.15,6448.05,1
8480-pponv,male,0,1,1,62,,fiber optic,1,1,1,two year,bank transfer (automatic),115.55,7159.05,0
8780-ihcrn,male,0,1,1,63,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),24.65,1574.5,0
4598-zadck,female,0,0,0,53,,dsl,1,1,1,one year,electronic check,53.6,2879.2,0
1257-sxuxq,male,0,1,1,5,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.45,86.05,0
9681-kygyb,male,1,1,0,49,,fiber optic,1,0,0,month-to-month,electronic check,88.2,4159.45,0
7182-ovlbj,female,0,1,1,62,,fiber optic,1,0,1,two year,bank transfer (automatic),101.15,6638.35,0
5095-etbrj,female,0,1,0,55,,dsl,1,1,0,two year,mailed check,56.8,3112.05,0
7005-cyuil,female,1,1,0,71,,fiber optic,1,1,1,two year,electronic check,99.4,7168.25,0
4821-wqoyn,female,0,1,1,72,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),20.1,1326.25,0
4730-awnau,male,0,1,1,36,,dsl,1,1,1,one year,credit card (automatic),60.7,2234.55,0
3452-flhyd,male,0,1,0,25,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.95,495.15,0
2388-laesq,female,1,1,0,72,,fiber optic,1,1,1,two year,bank transfer (automatic),114.85,8317.95,0
9531-nsbmr,female,0,0,0,36,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.25,679.8,0
6260-onulr,male,0,0,0,1,,dsl,0,0,1,month-to-month,mailed check,62.8,62.8,0
4389-uefcz,female,0,1,0,72,,fiber optic,1,0,1,two year,electronic check,105.5,7544.0,0
8711-lobky,male,0,1,1,59,,0,no internet service,no internet service,no internet service,two year,mailed check,19.85,1188.25,0
9134-ceqmf,male,1,1,0,7,,fiber optic,0,0,1,month-to-month,electronic check,89.5,676.7,1
8985-oopos,female,0,0,0,1,,dsl,0,1,1,one year,credit card (automatic),74.1,74.1,0
8800-zkrfw,female,0,1,1,30,,fiber optic,0,1,1,month-to-month,electronic check,107.5,3242.5,0
2616-flvqc,male,0,0,0,64,,0,no internet service,no internet service,no internet service,two year,mailed check,19.55,1240.15,0
9968-ffvvh,male,0,0,0,63,,dsl,1,1,0,one year,bank transfer (automatic),68.8,4111.35,0
3108-pccgg,male,1,1,0,72,,dsl,1,0,1,two year,credit card (automatic),84.45,5899.85,0
7993-pykof,male,0,1,0,8,,fiber optic,1,0,0,month-to-month,electronic check,75.0,632.95,1
8390-fesfv,female,0,0,0,62,,dsl,0,1,1,two year,bank transfer (automatic),84.5,5193.2,0
3022-bexhz,male,0,1,1,67,,fiber optic,0,1,1,two year,bank transfer (automatic),111.2,7530.8,0
5027-xwqha,male,0,0,0,6,,dsl,0,0,0,month-to-month,electronic check,44.75,270.95,1
6248-tkcqv,female,0,1,1,70,,dsl,1,1,1,two year,bank transfer (automatic),80.6,5460.2,0
6729-gdngc,female,1,0,0,20,,fiber optic,0,0,1,month-to-month,bank transfer (automatic),80.7,1614.2,0
6198-zfioj,female,0,0,0,5,,fiber optic,0,0,0,month-to-month,electronic check,75.6,402.5,0
5989-omnje,female,0,1,1,24,,dsl,1,0,1,one year,electronic check,57.6,1367.75,0
4566-qvrrw,female,0,1,0,11,,dsl,0,0,0,month-to-month,electronic check,44.05,483.7,1
1291-cuocy,male,0,1,0,72,,fiber optic,0,1,1,two year,credit card (automatic),110.6,7962.2,0
9795-shuhb,female,0,1,1,66,,dsl,1,1,0,two year,credit card (automatic),58.2,3810.8,0
3230-iualn,female,0,1,1,45,,dsl,1,1,1,two year,mailed check,81.0,3533.6,0
0042-rlhyp,female,0,1,1,69,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.7,1396.9,0
8519-imdhu,male,1,1,0,15,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.6,1345.55,1
4945-rvmte,female,0,0,0,28,,dsl,0,0,1,month-to-month,bank transfer (automatic),59.55,1646.45,0
0201-oamxr,female,0,0,0,70,,fiber optic,1,1,1,one year,credit card (automatic),115.55,8127.6,1
1866-nxpsp,female,0,0,0,36,,dsl,1,1,0,one year,mailed check,75.55,2680.15,0
3372-kwfbm,male,1,0,0,16,,fiber optic,0,0,1,month-to-month,electronic check,86.6,1281.0,1
7831-qgoxh,female,0,0,0,18,,fiber optic,0,0,1,month-to-month,electronic check,85.2,1553.9,1
6393-wryze,female,0,1,0,34,,fiber optic,0,0,1,month-to-month,electronic check,97.65,3207.55,1
3941-xtskm,male,0,1,1,42,,dsl,0,0,0,one year,credit card (automatic),45.1,2049.05,0
1661-czbau,male,0,0,0,48,,dsl,1,1,0,one year,bank transfer (automatic),70.95,3629.2,0
6599-rclcj,male,0,1,0,47,,fiber optic,0,1,1,month-to-month,electronic check,109.55,5124.55,1
9831-bpfri,female,0,1,1,39,,fiber optic,0,1,0,one year,electronic check,89.55,3474.45,1
5158-rivop,female,0,1,1,11,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),20.9,202.3,0
9788-ytfge,male,0,0,0,7,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,147.5,0
9277-joomo,female,0,0,0,3,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,24.6,86.35,0
1907-ylnyw,male,0,0,0,8,,dsl,1,0,0,month-to-month,electronic check,66.7,579.0,0
1725-mimxw,male,0,0,1,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.45,19.45,1
8947-yrtdv,male,0,1,1,32,,fiber optic,1,0,0,one year,mailed check,94.8,3131.55,0
3161-onrwk,male,0,1,1,60,,dsl,1,1,0,one year,bank transfer (automatic),65.85,3928.3,0
0114-rsrrw,female,0,1,0,10,,0,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.95,187.75,0
4565-nlzbv,female,0,1,0,71,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.65,1710.15,0
0031-pvlzi,female,0,1,1,4,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,76.35,1
7206-gzcdc,female,1,0,0,1,,fiber optic,0,0,0,month-to-month,electronic check,69.25,69.25,1
6682-vcixc,female,0,1,1,43,,dsl,1,1,1,one year,bank transfer (automatic),51.25,2151.6,0
4791-qrgmf,male,0,1,0,59,,fiber optic,0,0,1,one year,bank transfer (automatic),99.5,5961.1,1
6475-vhuiz,female,0,1,0,23,,dsl,0,1,0,month-to-month,electronic check,54.25,1221.55,0
3910-mrqoy,female,0,1,0,72,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.4,1496.45,0
0661-wcqnq,male,0,1,0,22,,dsl,1,1,0,one year,credit card (automatic),56.25,1292.2,0
7537-rbwea,female,0,0,0,1,,dsl,0,0,0,month-to-month,mailed check,25.15,25.15,0
4656-caurt,male,0,0,0,69,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),23.95,1713.1,0
0121-snyrk,male,0,0,0,50,,dsl,1,1,0,one year,mailed check,35.4,1748.9,0
1768-zaifu,female,1,0,0,1,,dsl,0,0,0,month-to-month,electronic check,25.2,25.2,1
4671-lxrdq,male,0,0,0,2,,dsl,0,0,0,month-to-month,mailed check,45.0,96.45,1
3733-lsyce,female,0,1,0,15,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),75.35,1114.55,0
6265-frmtq,male,0,0,0,31,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.4,609.1,0
1934-sjvjk,male,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.15,20.15,1
3838-ozurd,male,0,1,0,66,,fiber optic,0,0,1,month-to-month,credit card (automatic),105.0,7133.25,1
1371-dwpaz,female,0,1,1,0,,dsl,1,1,1,two year,credit card (automatic),56.05,56.05,0
9269-cqool,male,0,0,1,3,,dsl,0,0,1,month-to-month,credit card (automatic),54.7,169.45,1
2017-ccblh,female,0,0,0,8,,0,no internet service,no internet service,no internet service,two year,mailed check,20.0,141.6,0
7690-kpncu,male,0,1,1,64,,dsl,1,0,1,one year,credit card (automatic),73.05,4688.65,0
0536-bgfmz,female,0,1,0,28,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.5,563.05,0
2293-ijwps,female,0,1,0,57,,fiber optic,0,0,1,one year,credit card (automatic),100.75,5985.0,0
2845-hsjcy,female,0,1,1,14,,fiber optic,0,0,0,month-to-month,electronic check,87.25,1258.6,1
5469-nujur,male,0,0,0,19,,0,no internet service,no internet service,no internet service,two year,mailed check,19.95,373.5,0
1184-pjvdb,male,0,1,0,10,,fiber optic,0,0,1,month-to-month,electronic check,79.95,857.2,1
2625-trczq,female,0,1,0,51,,dsl,0,0,1,month-to-month,electronic check,49.65,2553.35,0
4102-hlenu,female,0,1,0,67,,dsl,1,0,0,two year,mailed check,65.65,4322.85,0
7266-gssjx,male,0,1,1,11,,0,no internet service,no internet service,no internet service,month-to-month,electronic check,20.45,250.8,0
7722-vjrqd,male,0,1,1,72,,dsl,1,1,1,two year,bank transfer (automatic),60.95,4549.05,0
7073-qetqy,male,0,1,1,66,,0,no internet service,no internet service,no internet service,one year,electronic check,20.35,1359.5,0
9415-dpews,female,0,0,0,18,,fiber optic,0,1,1,month-to-month,electronic check,88.35,1639.3,1
5624-ryamh,female,0,0,0,9,,0,no internet service,no internet service,no internet service,month-to-month,electronic check,19.5,178.85,0
0196-jtuqi,female,0,0,0,9,,fiber optic,0,0,0,month-to-month,credit card (automatic),75.2,633.85,0
7130-yxbro,male,0,1,0,48,,fiber optic,1,0,1,month-to-month,bank transfer (automatic),111.45,5315.1,0
9272-lsvyh,male,0,0,0,10,,fiber optic,0,0,0,month-to-month,mailed check,70.15,735.5,0
7943-rqchr,female,0,0,0,9,,fiber optic,0,0,1,month-to-month,electronic check,94.75,889.9,1
3793-mmfuh,female,1,0,0,13,,fiber optic,0,0,1,month-to-month,electronic check,95.05,1290.0,1
3249-zpqrg,male,0,0,0,4,,fiber optic,0,0,0,month-to-month,electronic check,78.45,330.05,1
2568-brgyx,male,0,0,0,4,,fiber optic,0,0,0,month-to-month,electronic check,70.2,237.95,1
3084-dowle,female,0,1,0,72,,dsl,1,1,1,two year,bank transfer (automatic),92.0,6474.4,0
1084-mnsmj,female,0,1,1,51,,dsl,1,1,1,two year,credit card (automatic),85.5,4421.95,0
7721-jxeaw,male,0,1,0,59,,dsl,0,0,0,month-to-month,bank transfer (automatic),41.05,2452.7,1
7249-wbiyx,male,0,1,0,10,,fiber optic,0,0,1,month-to-month,electronic check,85.6,813.85,1
4238-hfhsn,male,1,1,0,61,,fiber optic,0,0,0,month-to-month,electronic check,82.15,4904.85,0
6250-cggun,male,0,0,0,54,,fiber optic,1,1,0,one year,electronic check,84.4,4484.05,0
5478-jjvzk,female,0,0,0,33,,dsl,1,0,0,month-to-month,mailed check,60.9,2033.85,0
7596-iiwyc,female,0,0,0,27,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),20.25,538.2,0
6567-hoopw,female,1,0,0,1,,fiber optic,0,0,1,month-to-month,electronic check,79.2,79.2,1
9793-wecqc,male,0,0,0,23,,fiber optic,0,0,1,month-to-month,mailed check,95.3,2192.9,0
4291-hpaxl,male,0,0,1,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.85,19.85,0
8999-ypybv,male,0,1,1,45,,dsl,1,1,1,two year,mailed check,84.35,3858.05,0
1839-fbnfr,female,0,1,1,39,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.85,854.8,0
3164-aalrn,male,0,0,0,5,,dsl,0,0,1,one year,mailed check,70.0,347.4,1
3071-mvjcd,male,0,1,1,72,,dsl,1,1,1,two year,bank transfer (automatic),82.3,5815.15,0
1697-bcshv,female,0,1,1,58,,dsl,0,0,1,month-to-month,bank transfer (automatic),66.8,3970.4,0
0562-kbdvm,female,0,0,0,70,,dsl,1,1,0,two year,bank transfer (automatic),44.6,3058.15,0
1131-suekt,male,0,1,1,61,,fiber optic,0,1,1,one year,bank transfer (automatic),98.45,6145.2,0
3717-oeauq,male,0,0,0,2,,fiber optic,0,0,0,month-to-month,mailed check,70.7,129.2,0
4538-wntmj,female,0,1,1,46,,0,no internet service,no internet service,no internet service,one year,mailed check,24.95,1165.9,0
3334-cthol,female,0,0,0,1,,dsl,0,0,0,month-to-month,bank transfer (automatic),49.95,49.95,1
4704-eryfc,female,0,1,0,22,,fiber optic,0,0,0,month-to-month,electronic check,69.25,1554.0,1
9432-ruvsl,female,0,0,0,48,,fiber optic,1,1,1,two year,credit card (automatic),102.5,4904.25,0
8060-hiwjj,male,0,0,0,64,,dsl,0,1,1,two year,credit card (automatic),86.55,5632.55,0
7684-xsziy,male,0,1,1,72,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),24.3,1643.25,0
9089-uowjg,female,0,1,1,12,,dsl,0,0,1,month-to-month,credit card (automatic),58.35,740.55,0
8621-mnihh,female,1,1,0,34,,fiber optic,0,0,0,month-to-month,electronic check,94.25,3217.55,1
8039-aclpl,female,0,1,1,72,,dsl,1,0,0,two year,credit card (automatic),68.75,4888.2,0
9885-aibvb,male,0,1,0,29,,fiber optic,0,0,0,month-to-month,electronic check,85.8,2440.25,0
1934-mkpxs,male,0,1,1,33,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),20.1,620.55,0
2592-ykdif,female,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,20.35,0
2272-jkmsi,female,0,1,1,62,,fiber optic,0,1,1,one year,electronic check,110.8,6840.95,0
0471-lvhgk,male,0,1,0,41,,dsl,0,0,1,one year,electronic check,73.0,3001.2,1
9518-rwhzl,female,0,0,0,64,,fiber optic,0,0,1,one year,credit card (automatic),100.05,6254.2,1
8714-ctzjw,female,0,0,0,4,,fiber optic,0,0,0,month-to-month,credit card (automatic),82.85,319.6,0
3569-edbpq,female,0,0,0,24,,fiber optic,1,1,0,month-to-month,electronic check,84.35,1938.05,0
3131-nwvfj,female,0,1,1,14,,0,no internet service,no internet service,no internet service,one year,mailed check,19.55,294.5,0
7521-yxvzy,male,0,0,1,3,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,58.3,0
5419-conwx,female,1,0,0,4,,fiber optic,0,0,1,month-to-month,credit card (automatic),99.8,442.85,1
6240-eurks,female,0,0,1,18,,dsl,0,0,0,month-to-month,electronic check,35.0,553.0,1
2373-ntkod,male,0,0,0,8,,dsl,0,0,1,month-to-month,electronic check,66.25,546.45,0
1970-kkfwl,female,0,0,0,35,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),23.3,797.1,0
6960-hvyxr,female,0,0,0,1,,fiber optic,0,0,0,month-to-month,electronic check,76.0,76.0,1
9337-srrni,male,0,0,1,66,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),25.3,1673.8,0
0895-uadgo,male,0,0,1,8,,dsl,1,1,0,two year,mailed check,44.55,343.45,0
5678-vfneq,female,0,1,0,71,,fiber optic,1,0,1,one year,credit card (automatic),104.1,7412.25,0
5977-ckhon,female,0,1,1,43,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),92.55,4039.0,0
7024-ohcck,female,1,0,0,2,,fiber optic,0,0,1,month-to-month,electronic check,93.85,170.85,1
2692-bucfv,male,1,0,0,29,,fiber optic,0,0,1,month-to-month,bank transfer (automatic),101.45,2948.6,0
7861-uvuft,female,0,1,0,15,,fiber optic,0,0,1,month-to-month,electronic check,84.3,1308.4,1
1830-ggfnm,male,0,1,1,65,,fiber optic,1,1,0,two year,credit card (automatic),94.55,6078.75,0
5302-bdjnt,male,0,0,0,35,,fiber optic,0,1,1,month-to-month,electronic check,95.5,3418.2,0
5223-uzavk,male,0,0,0,64,,fiber optic,1,0,1,one year,credit card (automatic),100.3,6603.8,0
4859-zsrdz,female,0,1,1,58,,dsl,0,1,1,two year,credit card (automatic),55.5,3166.9,0
5651-wyiph,female,1,0,0,18,,dsl,0,0,0,month-to-month,credit card (automatic),49.85,865.75,0
9350-vlhmb,male,0,1,1,67,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),89.55,6373.1,0
3498-lzgqz,male,0,1,1,63,,0,no internet service,no internet service,no internet service,two year,mailed check,19.15,1177.05,0
8785-cjshh,female,0,1,0,60,,fiber optic,0,0,1,month-to-month,electronic check,99.8,5985.75,0
5357-tzhpp,male,1,0,0,9,,fiber optic,0,0,0,month-to-month,credit card (automatic),84.4,732.5,1
3870-spzsi,female,0,1,1,70,,fiber optic,1,1,1,two year,credit card (automatic),113.05,7869.05,0
0680-dfnny,male,0,1,0,15,,fiber optic,0,0,1,month-to-month,electronic check,101.1,1504.05,1
7560-qrbxh,female,0,0,1,48,,0,no internet service,no internet service,no internet service,one year,mailed check,19.95,936.7,0
7077-xjmet,male,0,1,0,12,,dsl,0,1,1,month-to-month,electronic check,74.15,741.4,0
8752-ghjfu,male,1,1,0,71,,fiber optic,1,1,0,one year,electronic check,92.0,6585.2,0
6896-srvyq,male,1,0,0,44,,fiber optic,0,0,0,month-to-month,electronic check,73.85,3122.4,0
7767-uxagj,male,0,0,0,1,,dsl,0,0,0,month-to-month,electronic check,50.45,50.45,1
4652-odevh,male,0,1,1,45,,0,no internet service,no internet service,no internet service,two year,mailed check,24.45,1088.25,0
6510-upnks,female,0,0,0,23,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),24.8,615.35,0
6718-bdghg,female,0,1,0,43,,dsl,0,1,1,one year,bank transfer (automatic),64.85,2908.2,0
9046-dqmtp,male,0,0,0,35,,0,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.75,739.9,0
6439-lajxl,male,0,1,0,9,,dsl,1,1,1,month-to-month,mailed check,68.95,593.85,0
1571-savhk,male,0,0,0,12,,fiber optic,0,1,1,month-to-month,mailed check,99.95,1132.75,1
9052-vkduw,female,1,1,0,65,,fiber optic,1,0,1,month-to-month,credit card (automatic),109.4,7227.45,0
9546-cqjsu,female,0,0,0,2,,fiber optic,0,0,1,month-to-month,electronic check,91.4,193.6,1
1666-jzpzt,male,0,0,0,27,,dsl,0,0,0,month-to-month,mailed check,49.0,1291.35,0
5777-kjirb,female,0,0,0,40,,dsl,0,0,0,one year,mailed check,50.25,2023.55,0
0506-lvngn,female,1,0,0,5,,fiber optic,0,0,0,month-to-month,credit card (automatic),75.55,349.65,1
7677-sjjjk,male,0,1,1,8,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),19.9,153.95,0
2480-ejwyp,female,1,1,0,58,,fiber optic,0,0,1,one year,bank transfer (automatic),97.8,5458.8,0
3253-hkokl,female,0,1,1,52,,fiber optic,1,0,1,one year,electronic check,100.3,5244.45,0
7055-hneoj,male,0,1,0,3,,dsl,0,1,0,month-to-month,mailed check,55.8,154.55,0
5514-yqent,male,0,0,1,41,,fiber optic,1,1,1,two year,electronic check,111.15,4507.15,0
3211-aapkx,male,0,0,0,20,,fiber optic,0,1,1,month-to-month,mailed check,98.55,2031.95,0
8445-dnbae,male,0,0,1,1,,dsl,0,0,0,month-to-month,electronic check,50.05,50.05,0
2951-qoqtk,male,0,0,1,4,,fiber optic,0,1,0,month-to-month,credit card (automatic),80.8,332.45,1
2958-nhpps,male,0,0,0,23,,0,no internet service,no internet service,no internet service,month-to-month,electronic check,20.85,473.9,0
6806-ydeul,female,1,0,0,6,,0,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),19.5,106.8,0
1735-xmjvh,male,0,1,1,8,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.35,152.6,0
6890-pfrqx,male,0,0,0,18,,dsl,1,0,1,month-to-month,mailed check,69.5,1199.4,0
0222-cnvpt,male,1,0,0,52,,dsl,1,0,1,month-to-month,credit card (automatic),48.8,2555.05,0
5899-ouvkv,male,0,0,0,31,,fiber optic,0,0,1,month-to-month,electronic check,94.5,2979.2,0
8681-icons,male,0,1,1,29,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.65,654.85,0
1621-yncjh,female,0,1,0,36,,fiber optic,1,1,0,two year,credit card (automatic),106.05,3834.4,0
3473-xiiit,female,0,1,0,16,,fiber optic,0,0,1,month-to-month,electronic check,100.0,1534.75,1
6362-qhafm,male,0,1,0,42,,fiber optic,0,1,1,one year,electronic check,108.3,4586.15,0
7893-ixhrq,male,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,electronic check,20.55,20.55,1
3070-bdoqc,female,0,0,0,60,,fiber optic,0,0,1,two year,electronic check,99.65,5941.05,0
2952-qayzf,male,0,0,0,5,,fiber optic,0,0,0,month-to-month,electronic check,85.3,424.15,1
6234-pfpxl,male,0,1,0,22,,fiber optic,1,1,1,month-to-month,credit card (automatic),95.9,2234.95,0
9824-qcjpk,male,0,1,0,36,,0,no internet service,no internet service,no internet service,one year,mailed check,20.0,666.75,0
4763-pgdpo,female,0,0,0,4,,fiber optic,0,0,0,month-to-month,electronic check,70.4,281.0,1
4283-ivyci,male,0,0,0,9,,dsl,1,1,0,month-to-month,mailed check,64.95,547.8,0
1866-obpnr,male,0,1,1,1,,fiber optic,0,0,0,month-to-month,credit card (automatic),74.6,74.6,0
8205-mqugy,male,0,1,1,12,,dsl,1,0,0,month-to-month,electronic check,49.2,571.15,0
8970-anwxo,female,0,0,0,23,,dsl,0,1,1,one year,mailed check,73.75,1756.6,0
9480-bqjei,male,0,0,0,62,,fiber optic,1,0,0,one year,bank transfer (automatic),92.3,5731.45,0
5394-svgjv,male,0,0,0,37,,fiber optic,0,1,1,month-to-month,bank transfer (automatic),98.8,3475.55,1
6979-tndeu,female,0,0,0,8,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.2,156.85,0
9777-wjjpr,male,0,1,0,31,,fiber optic,0,0,1,month-to-month,credit card (automatic),88.65,2683.2,0
9283-lzqoh,male,0,1,1,13,,fiber optic,0,0,0,month-to-month,credit card (automatic),74.4,896.75,1
7079-qrcbc,female,0,0,0,24,,fiber optic,0,0,1,month-to-month,electronic check,98.75,2407.3,1
9495-sklkd,male,0,1,1,45,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),95.95,4456.65,0
6048-uwkal,female,1,1,0,69,,fiber optic,0,1,1,two year,credit card (automatic),105.4,6998.95,0
5067-dgxll,male,0,0,0,2,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.25,36.8,0
5469-ctcwn,male,0,1,1,61,,fiber optic,1,0,1,one year,electronic check,106.0,6547.7,1
9851-qxeeq,male,0,0,0,41,,fiber optic,0,0,1,month-to-month,electronic check,104.7,4346.4,1
6281-fkews,female,0,0,0,44,,dsl,0,0,1,one year,electronic check,49.05,2265.0,0
8898-kascd,male,0,0,0,39,,dsl,0,1,0,one year,mailed check,35.55,1309.15,0
9242-tkfsv,male,0,1,1,72,,dsl,1,1,1,two year,credit card (automatic),65.1,4754.3,0
9290-shcmb,female,1,0,0,13,,fiber optic,0,0,1,month-to-month,electronic check,96.85,1235.55,0
0743-hnpfg,female,0,1,1,51,,dsl,1,1,0,one year,credit card (automatic),69.75,3562.5,0
2277-bkjkn,female,1,1,0,71,,fiber optic,0,0,1,two year,electronic check,99.2,7213.75,0
9809-imgcq,male,1,0,0,22,,fiber optic,0,0,1,month-to-month,electronic check,96.7,2082.95,1
5208-hfsbt,female,0,0,0,2,,dsl,0,1,0,month-to-month,credit card (automatic),55.05,102.75,1
5035-pgzxh,female,0,0,0,56,,fiber optic,0,0,1,one year,electronic check,106.8,5914.4,0
8695-wdyea,male,0,0,0,1,,dsl,1,0,0,month-to-month,mailed check,51.25,51.25,0
6543-jxsoo,female,0,1,1,23,,dsl,1,1,0,one year,mailed check,57.75,1282.85,0
8016-zmgmo,female,1,1,0,66,,dsl,0,0,1,one year,bank transfer (automatic),70.85,4738.85,0
8605-ituld,female,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,19.55,0
3254-yrilk,male,1,0,0,19,,fiber optic,0,0,1,month-to-month,electronic check,88.2,1775.8,1
6416-yjttb,male,0,0,0,11,,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.5,795.65,0
2667-wylwj,female,0,1,1,8,,0,no internet service,no internet service,no internet service,one year,mailed check,19.75,145.0,1
4472-vesgy,female,0,1,1,52,,fiber optic,1,0,0,month-to-month,bank transfer (automatic),98.15,4993.4,0
3195-tqdzx,male,0,0,0,3,,0,no internet service,no internet service,no internet service,month-to-month,electronic check,20.25,61.45,0
3128-yovtd,female,0,1,1,51,,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.15,4018.55,0
0529-onker,male,1,0,0,15,,fiber optic,0,0,0,month-to-month,electronic check,75.65,1146.65,1
1728-cxqbe,male,1,1,0,64,,fiber optic,0,0,0,month-to-month,electronic check,94.25,6081.4,0
7041-txqjh,female,0,0,0,37,,dsl,0,0,0,month-to-month,credit card (automatic),40.2,1478.85,0
5014-gsouq,male,0,0,0,13,,0,no internet service,no internet service,no internet service,two year,mailed check,19.95,243.65,0
5724-bidbu,male,0,1,0,49,,dsl,1,0,0,one year,electronic check,55.35,2633.95,0
0481-sumcb,female,1,0,0,45,,fiber optic,0,0,1,one year,bank transfer (automatic),102.15,4735.35,0
1769-gruik,female,0,0,0,18,,fiber optic,0,0,0,month-to-month,electronic check,71.1,1247.75,0
5240-ijoqt,male,1,0,0,1,,fiber optic,0,0,0,month-to-month,electronic check,74.7,74.7,1
8819-wfggj,male,0,1,0,68,,dsl,1,0,1,two year,bank transfer (automatic),54.1,3794.5,0
7427-aufpy,male,0,0,0,54,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),19.65,1008.7,0
2811-povex,female,1,1,1,23,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),88.45,2130.55,0
1092-ganhu,male,0,0,0,17,,fiber optic,0,0,0,month-to-month,electronic check,76.65,1313.55,1
7898-pdwqe,male,0,1,0,71,,dsl,1,1,0,two year,credit card (automatic),80.4,5727.15,0
9972-ewrjs,female,0,1,1,67,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.25,1372.9,0
